listID	BCID	TAG	k	a	b	s_mean	s_var	log_normalization	log_prob_survive_cummulated	 log10 Bayes Factor
0	0	Adaptive	96.26354650669579	496408.48768714955	0.18738263083063525	0.38058258621960134	0.002050086217177555	-7.782032395762161	0.0	2.5000356748193964
2	2	Adaptive	50.615067844556634	465909.36659791996	0.21470366772247457	0.7836749546172744	0.0050403727624350105	-7.642314601212025	-3.5216274341116165e-13	-3.3190150602751864
5	5	Adaptive	53.98926187652165	131365.01500713563	0.17623539952677553	0.5411140740262915	0.0037170248494502248	-6.64511635618488	0.0	-2.885937365096137
3	3	Adaptive	65.9635870070593	286561.16507252835	0.2033373154243714	0.5334983859728298	0.003235169009040866	-7.059615196996081	0.0	2.19208966738765
4	4	Adaptive	86.48721809356482	1712697.2419818763	0.18668620181526197	0.7491949520684844	0.0023779947190382686	-8.907304108073168	0.0	2.7642007478772976
7	7	Adaptive	12.174999281661679	1631.0326466521508	0.2792689344059982	-0.27629068078246366	0.0122350658452674	-8.037163566001185	-0.0034750054235222066	-3.492004962548197
1	1	Adaptive	95.03400637962768	1407754.887000655	0.19700582115378878	0.5807929905346282	0.0021782856193283103	-8.71619803222438	0.0	-3.7853967085710307
9	9	Adaptive	100.62440456828476	537075.4760262235	0.20255995388870446	0.29842138750101715	0.002073756290804087	-7.71462314141823	0.0	2.928737878026406
10	11	Adaptive	12.07628855999801	3385.775644937073	0.2725119060186043	0.11618355521557815	0.014217197243516931	-3.096733394637528	-1.1481014258065085e-05	1.3624036203538075
11	13	Adaptive	51.96119601350098	62245.77747441868	0.1789782728905681	0.37553591144674126	0.0034742428285922584	-8.243629627124907	0.0	-3.580162857914509
6	6	Adaptive	84.44298309213342	149418.18936954954	0.20871001533119307	0.22019462108719925	0.0025163257856082944	-6.4990212529175135	0.0	2.8002655766532762
8	8	Adaptive	81.31983042488407	297848.66640441935	0.18672043321620863	0.4282292274972302	0.0024033277358808994	-7.723434020395273	0.0	-3.3542447764015146
22	24	Adaptive	53.92349350371074	233815.6774382071	0.20200840216748395	0.6074158809730731	0.003937612263623696	-6.866709170868504	0.0	-2.9821739017426454
14	16	Adaptive	70.82593695928256	314672.49034852255	0.21098687030395666	0.49682370799054115	0.0030566803117058625	-7.405393236794495	0.0	2.4573345633655905
17	19	Adaptive	91.32898142168177	704690.6832003641	0.206667674192953	0.5552300558061514	0.0025260401917209293	-8.057358559034526	0.0	-3.4992663609046315
12	14	Adaptive	90.61517903441096	1185043.6986119132	0.19769962196661764	0.5992988101093142	0.002313463328250691	-8.451957371609662	0.0	2.4524115869561935
13	15	Adaptive	50.633253889470765	77222.75416617651	0.212349946688837	0.3594190855622751	0.0038964795628120856	-5.914542648594451	0.0	2.0166184009059833
15	17	Adaptive	109.51056985405506	1879066.8690219934	0.22901757730264288	0.542786065100085	0.002430609924909846	-8.866868471219249	0.0	2.9347775615761096
18	20	Adaptive	69.04187419872942	184711.04546474037	0.18788133936165252	0.5009673411131887	0.00315861522435678	-6.859721985893881	0.0	-2.979139405864129
16	18	Adaptive	65.27093451844672	216140.09482741845	0.1810802757132848	0.478135281028807	0.0026707487223542516	-7.01510584202723	0.0	-3.0466217571596914
21	23	Adaptive	79.42215409014254	843445.1299430085	0.20465013078445338	0.6197858555923421	0.002730453356727785	-8.25948341108702	0.0	-3.5870480688065407
20	22	Adaptive	72.8051940371142	2131499.529676076	0.1935489562576124	0.8911585291496548	0.0029740145425899704	-9.175269733601466	0.0	-3.9847690152770365
19	21	Adaptive	45.04149402443243	60716.86226497156	0.20861718759188227	0.3461790433533641	0.003860471898265731	-5.6567025747056645	0.0	2.008770200908836
