listID	BCID	TAG	k	a	b	s_mean	s_var	log_normalization	log_prob_survive_cummulated	 log10 Bayes Factor
1	1	Adaptive	95.04721625908822	595111.5818799423	0.12786892402439637	0.5946977629250483	0.0027462119344255705	-8.945181340592086	0.0	-3.884842895843076
6	6	Neutral	92.68788005230073	125110.78269059786	0.13100155476127248	0.22300217269993985	0.0029337280337617274	-7.033016746945655	0.0	2.5683542802356536
3	3	Neutral	70.25364088818966	130310.71141282751	0.10979882520060201	0.5435873439654868	0.003694560409935366	-7.3866930020430885	0.0	2.050041581502707
9	9	Neutral	112.69542945561413	391799.6365505255	0.1346556180845339	0.3073098489668124	0.002680304432466921	-8.18420333394575	0.0	2.7248017916006377
10	11	Neutral	15.422004680222415	3412.464196358681	0.1810311441318148	0.1071612719446532	0.020479593752726292	-4.057266079002492	-9.859523425238585e-06	0.9452502800509067
11	12	Neutral	3.3214038707109785	309.48811801656615	0.5131786491617671	-0.45879787571857794	0.047482774029785915	-2.912820152956858	-0.034150501102663405
7	7	Adaptive	9.946633847194729	838.0997886633637	0.40663696612425554	-0.6023792300385944	0.022560262555501306	-3.3679302975332153	-2.525725571722333e-08	-1.4626735546225396
0	0	Neutral	96.5168535793346	292877.1509024297	0.12508502247860526	0.3751815866814639	0.0026583681580553678	-8.083124710261444	0.0	2.369272944088879
2	2	Adaptive	52.22385749123867	132754.24930395378	0.10598849136198975	0.8102895765291757	0.006489503607424988	-7.177343841652442	-3.5216274341116165e-13	-3.117080825152096
5	5	Adaptive	52.439817019331755	55707.980735369776	0.10614820596602928	0.5315366451714957	0.005633422384775802	-7.228551656743025	0.0	-3.139320096676105
8	8	Adaptive	77.68426364110795	151259.30629031244	0.12589332468991749	0.40572572736480517	0.00327478749438004	-7.38136952312564	0.0	-3.2056880527823033
4	4	Neutral	81.95779767784389	516985.25662655436	0.11839139588752967	0.7625433505675416	0.0030636523127541672	-8.4720523068023	0.0	2.9532282034076864
12	13	Adaptive	48.75573450471443	29461.056355017037	0.1276670824642634	0.28969056481647665	0.0058464603876807585	-5.643191273959838	0.0	-2.4508068306053397
13	14	Neutral	95.01020116908596	477066.04593619535	0.11839531136118933	0.610805389871016	0.0027375292725565314	-8.502242240766478	0.0	2.430573145758162
14	15	Neutral	57.36539345632931	52267.55549936771	0.12328215340974828	0.3845808768499629	0.004980599034529358	-6.1975562810290805	0.0	1.8937071420362286
17	18	Adaptive	65.26707395787986	104899.57376785914	0.11535417004609987	0.47160809385891145	0.0037384685204593687	-6.8987821348500376	0.0	-2.9961030130181068
20	21	Neutral	51.246425132396745	41697.20315943443	0.11536720164577972	0.3692980753984162	0.0049217123943624385	-6.083927975494848	0.0	1.8232285668171886
15	16	Neutral	74.47644422577972	161830.7840962346	0.11734672155071658	0.5221636335343648	0.0034614129480734428	-7.312505591453601	0.0	2.4976751551741274
23	24	Adaptive	55.544044885558534	92313.61533524594	0.10269569553833793	0.6205808368530599	0.004909928165112465	-6.913422257260889	0.0	-3.0024611373955277
18	19	Adaptive	85.5621624690909	298043.98678976373	0.13321996267091313	0.5544027081679802	0.003288652545640275	-7.908829896427474	0.0	-3.434761182329919
19	20	Adaptive	66.86875317748513	84655.54282158015	0.10657824343416618	0.4911196784412827	0.00418619317039063	-6.904849497166267	0.0	-2.998738034991753
21	22	Adaptive	70.44525628785715	480716.2180699895	0.11926155260144909	0.9060698058607126	0.004048363467929189	-8.27989627412801	0.0	-3.5959132625850896
16	17	Neutral	107.55786525191866	853584.7443644459	0.1452905003036033	0.5565884746089349	0.002823024542952847	-8.918627382413717	0.0	2.912298952055031
24	25	Adaptive	34.94381514996577	15145.240167553537	0.11398671348654318	0.34070893410113956	0.009170286339477906	-5.886273401105062	-2.7751356768514633e-11	-2.5563760570858673
