Time (cycle)	Mean-fitness(1/cycle)	Epsilon
1.0	-0.0024108527436965677	0.1777177129025515
3.0	0.10420079061546295	0.06338961563078913
5.0	0.15582825757130336	0.13483228055998847
7.0	0.37283533698635096	0.29208545901948607
9.0	0.5947435819908066	0.550966412011032
11.0	0.6625463226871424	1.3570356343918721
13.0	0.696106091382308	2.763240934389264
15.0	0.6010667447224187	2.734349293720408
17.0	0.6756981815802395	1.5444133869543866
