listID	BCID	TAG	k	a	b	s_mean	s_var	log_normalization	log_prob_survive_cummulated	 log10 Bayes Factor
2	2	Adaptive	46.23819106754768	1495076.6460240337	0.5468192559949584	0.7493096108809874	0.0027593132110705723	-9.205333738153245	-3.5216274341116165e-13	-3.997825646557941
11	15	Adaptive	23.976411963422116	10389.069310288927	0.4759933261480377	0.344633641940172	0.002066417517540379	-4.443085541628335	-6.661338147750961e-15	2.6556641028186876
6	6	Adaptive	39.33356655403563	12017.23358878453	0.4209113864750998	0.25295461218600157	0.0013325242271877559	-4.341837712716673	0.0	3.737118484615023
8	9	Adaptive	74.78283750607208	57054.112015091385	0.38496007928625653	0.30380810571362593	0.0010573910911698394	-6.469985710480155	0.0	3.4692770462530516
5	5	Adaptive	35.34237841039337	68149.40444572797	0.44321426471930175	0.5166470435473975	0.001956310316927119	-6.355932313986185	0.0	-2.760346331314767
10	14	Adaptive	100.74300701923492	1149410.959783056	0.4822246180902179	0.5892124492132452	0.001694991035939574	-8.69870034158039	0.0	2.345252476649487
3	3	Adaptive	64.52644503827307	261853.32019245843	0.406180290372403	0.5613503587556778	0.0014190156243023037	-8.264817205177309	0.0	1.668677085655825
4	4	Adaptive	87.18428679962719	6058374.221775299	0.39032538160320707	0.7466910945874408	0.0012151452510400364	-11.284276989383738	0.0	1.7318945418904441
7	8	Adaptive	70.10115754293841	129812.58211787748	0.4071245716708445	0.46358479464274976	0.001309210178013489	-8.032157125090446	0.0	-3.488321517206668
9	13	Adaptive	34.48288090695996	24370.062757002408	0.43545758019182057	0.437700599369882	0.0019586735278159643	-6.039630917486979	0.0	-2.6229783801968694
1	1	Adaptive	100.0092060300867	1398680.5028315466	0.3955646774297651	0.5843197853014819	0.001127581933013296	-9.985687527933727	0.0	-4.336728991391742
0	0	Adaptive	78.11222489208865	88177.91632040369	0.4254273618660051	0.37518422144102725	0.0013228885198878786	-6.715218393273525	0.0	2.963347109317333
12	16	Adaptive	59.1634072460158	112486.08706607652	0.4376470628154071	0.4728449820547202	0.0015493862333850197	-7.010994370639314	0.0	2.6286198146056847
17	21	Adaptive	21.468476599866463	8593.272183842972	0.41421785577909465	0.3451955244974897	0.0016850137216402573	-5.070156524424241	0.0	2.2635039139282056
23	27	Adaptive	55.105824664394355	74780.73317430649	0.46471489529723486	0.4582839424780084	0.0017678398962142708	-7.435800241055126	0.0	-3.2293270132251113
16	20	Adaptive	57.004071560200714	86100.70625627284	0.4366751214868558	0.49504844462917025	0.0015889413700314102	-6.565387955060375	0.0	-2.8513117604367957
21	25	Adaptive	47.33901602053514	109505.49481798967	0.3881272098368233	0.64172600087322	0.0017793761559123478	-8.138572639743863	-2.7751356768514633e-11	-3.5345371880215946
