listID	BCID	TAG	k	a	b	s_mean	s_var	log_normalization	log_prob_survive_cummulated	 log10 Bayes Factor
0	0	Adaptive	97.92958411006512	477291.46485015296	0.2412058314651606	0.379462283164122	0.0016581617983274235	-8.018096011744948	0.0	2.3975145490199434
7	7	Adaptive	14.039813527588521	2005.0417482085497	0.2373003259650896	-0.058872813284105666	0.008358982538952961	-9.145469300613117	-0.0035855572264834107	-3.9733840393898787
3	3	Adaptive	67.69932128600047	416842.32548095775	0.268974754993256	0.5497179573283495	0.002532982067701252	-8.114872699072873	0.0	1.73379715724869
1	1	Adaptive	99.97233689590257	2058824.3609921958	0.2632977136332846	0.5824471144353159	0.0018868563794431764	-9.444216851722356	0.0	-4.101571264600721
2	2	Adaptive	50.43270637626636	903959.3461120981	0.3145604213995349	0.7648105163579904	0.004358064416663613	-8.419371693123892	-3.5216274341116165e-13	-3.656486667416298
6	6	Adaptive	78.10282804522723	116696.30491683286	0.2660469839758804	0.23521092771146182	0.002024208995154999	-7.000267724679725	0.0	2.5825769998934733
4	4	Adaptive	83.7759124862775	3367982.4424846587	0.23851403988722814	0.745174666695776	0.0018490033500543175	-9.790719874580539	0.0	2.380538155256815
5	5	Adaptive	50.6164086706852	168419.2372578043	0.2600874825148017	0.5330875083251572	0.003214658464392327	-6.915105667580171	0.0	-3.003192233207971
11	13	Adaptive	53.89465543353346	74408.68198482234	0.22656828701478035	0.41075272275827557	0.0025013491746944554	-7.517279408000858	0.0	-3.2647129658197165
8	8	Adaptive	83.73348459561338	348454.00195188925	0.2436881161030143	0.44232844817792755	0.0018846178047575123	-7.955061415894049	0.0	-3.4548392761242552
10	11	Adaptive	4.7781878367235215	930.0953626459368	0.41859113871116305	0.01609048432526053	0.011218879767684533	-2.8719975451044926	-0.0023018784944621594
12	14	Adaptive	94.35816654976965	1747835.0675513037	0.27335528717523	0.5971237058039411	0.002065779696132968	-9.116409547914717	0.0	2.1638436732983015
16	18	Adaptive	60.862388081802095	257053.7226406866	0.24435875508748425	0.4795995053170358	0.0022136658622516443	-7.383706317400408	0.0	-3.2067029096411783
15	17	Adaptive	110.38400732969498	2512242.232108427	0.29149423289002224	0.5424816872872263	0.002013068883309157	-9.574885626481835	0.0	2.62728961795273
9	9	Adaptive	103.12907963151014	445711.4044308391	0.24787234978588557	0.29946561575342145	0.001594098346719848	-7.98145097530023	0.0	2.812856022153256
19	21	Adaptive	41.37107077021222	52056.2846286655	0.2737167937328099	0.3378842769433412	0.0029226665993974904	-5.727454604569073	0.0	1.9780429847557037
13	15	Adaptive	42.11357318650317	65461.39164041588	0.29109093688651816	0.34551482062972516	0.0032683341794665865	-5.858307220437161	0.0	2.041041137042161
14	16	Adaptive	68.0781203666248	355046.554802552	0.2824300582807623	0.48508162162801255	0.0024684980289759275	-7.393871034506366	0.0	2.462338592238698
18	20	Adaptive	68.28485567215954	228653.04926169245	0.23733804864944888	0.5011907680066757	0.0021880627391485	-7.248573790258554	0.0	-3.1480155987778295
17	19	Adaptive	86.555169873482	879365.9856889381	0.2706047621641009	0.5409881045210521	0.002065411329200523	-8.409536516042781	0.0	-3.6522153042812775
21	23	Adaptive	79.28869271055399	1383731.4286990522	0.24369204103080294	0.6264875762215321	0.00193548227972876	-9.356080675490958	0.0	-4.063294209607372
24	26	Adaptive	70.51441007322752	137768.16651563058	0.25984819057569253	0.33791254365984746	0.00213754022724939	-6.93099496571082	0.0	2.047409914887386
20	22	Adaptive	67.46585347960747	5005105.5094154375	0.2710489846060778	0.8698824214923491	0.002534874801748597	-10.152181699673875	0.0	-4.409036491447541
22	24	Adaptive	49.858262519359315	330104.9981486323	0.2860570138594243	0.5941386409538305	0.0031998802616042786	-7.444902372724806	0.0	-3.23328001878281
23	25	Adaptive	44.60344230499117	71888.77085026637	0.24329083709935362	0.543491904355997	0.0037236971446887664	-8.914642867692514	-2.7751356768514633e-11	-3.871580205589092
27	29	Adaptive	91.50506735313925	711985.064798918	0.2832051746165844	0.4901909119849445	0.0022580725612164707	-8.131430112932328	0.0	2.541940515880371
25	27	Adaptive	68.34772316784522	204228.52292729745	0.2709829872059029	0.43463741542664464	0.0025167715837058815	-7.220770438983405	0.0	-3.1359407567406143
