BCID_Bayes	s_mean(1/cycle)	s_std(1/cycle)	called_timepoint
8149	0.1856042778223398	0.04261351473284601	9
8390	0.2350554663684017	0.05749092071903578	7
8410	0.22350247791627734	0.04638657658532071	6
8411	0.2595735408220999	0.05770203232809822	8
8434	0.16065906489926934	0.037020119660360465	8
8446	0.17103620531600985	0.04065279046655242	6
8490	0.16095195420118866	0.03901233230256226	9
8515	0.19535904500176815	0.04185456776923791	7
8524	0.1740298454715911	0.042283809144484735	6
8572	0.24553943632348704	0.05510447001818472	6
8657	0.1720330466456082	0.03744276362842891	7
8666	0.25267679625957074	0.05790099775930339	6
8671	0.31532460314693633	0.06796214027854998	8
8680	0.3524557832410289	0.0864988478071952	4
8737	0.1988158824232179	0.04549243137402194	5
8784	0.16001407488195463	0.03677813556330114	8
8862	0.2582702827967207	0.05807456776710137	6
8930	0.18107522714603844	0.04290013137353882	6
8962	0.18692671053803636	0.04511671161476954	6
9021	0.21325119800162573	0.043806655862749073	7
9045	0.21538175835591788	0.05288982768942298	7
9083	0.3714033831364857	0.0682391851580384	8
9155	0.18575935390647366	0.03182408787305646	9
9192	0.28389061260146725	0.06434353177659206	5
9293	0.1625964289607429	0.034018985541158904	9
9333	0.2671650512095038	0.05565115006300708	8
9421	0.24925689774972107	0.05868446942861232	6
9444	0.22753573376639866	0.055850352951476855	7
9500	0.19419237672670026	0.041208859768326944	7
9509	0.23623813971121635	0.055242563087453525	7
9514	0.2879786545567143	0.05218683527420369	7
9595	0.30052706886533215	0.06688289313508643	8
9619	0.22357144942675095	0.046811756688569475	8
9621	0.27652077140911635	0.05723209709434047	7
9632	0.2256447575977085	0.04839348568715598	7
9736	0.3918847214684377	0.08904154521385825	7
9741	0.27455289948307826	0.056771471003556305	9
9761	0.23942018440783322	0.05020917160062929	8
9998	0.16104279459665272	0.03884277866060278	8
